id,code,name,industry,concept,sme,gem,st,hs300,sh50,zz500,pe,outstanding,totals,totalAssets,liquidAssets,timeToMarket,pb,rev,profit,holders
0,000886,海南高速,路桥,,False,False,False,0.0,False,False,38.72,9.65,9.89,317288.59,211983.42,19980123,2.12,203.93,134.75,67317.0
1,600207,安彩高科,元器件,,False,False,False,0.0,False,False,0.0,6.9,8.63,227245.75,103988.21,19990714,3.19,0.91,-505.14,42335.0
2,601969,海南矿业,普钢,,False,False,False,0.0,False,True,334.37,19.55,19.55,784471.69,434332.59,20141209,2.91,187.64,123.77,31821.0
3,600215,长春经开,园区开发,,False,False,False,0.0,False,False,425.8,4.65,4.65,301904.47,195245.69,19990909,1.97,-14.01,-44.11,32048.0
4,300209,天泽信息,软件服务,,False,False,False,0.0,False,False,49.22,2.44,2.92,256140.47,131878.0,20110426,2.34,22.56,37.39,29038.0
5,603007,花王股份,建筑施工,,False,False,False,0.0,False,False,38.82,1.94,3.33,196688.38,106561.3,20160826,4.61,49.0,29.21,27652.0
6,300256,星星科技,元器件,,False,False,False,0.0,False,False,48.83,3.96,6.5,888832.63,466973.16,20110819,1.23,18.42,-29.7,42925.0
7,000825,太钢不锈,特种钢,,False,False,False,0.0,False,True,13.27,56.96,56.96,7014549.0,1663906.75,19981021,1.56,25.32,154.35,231199.0
8,000735,罗 牛 山,农业综合,,False,False,False,0.0,False,False,43.5,10.6,11.52,618940.0,207991.38,19970611,2.4,116.29,85.11,90000.0
9,300684,中石科技,化工原料,,False,False,False,0.0,False,False,95.4,0.22,0.87,61019.13,33648.35,20171227,7.98,0.0,0.0,45590.0
10,300693,盛弘股份,电气设备,,False,False,False,0.0,False,False,47.37,0.23,0.91,78534.15,76455.4,20170822,4.39,0.0,0.0,16931.0
11,300141,和顺电气,电气设备,,False,False,False,0.0,False,False,131.46,1.63,2.55,103825.86,89381.46,20101112,3.37,34.16,-11.64,27730.0
12,002190,成飞集成,汽车配件,,False,False,False,0.0,False,True,9481.21,3.45,3.59,906465.5,470228.09,20071203,4.2,-21.19,-99.32,51418.0
13,300740,御家汇,日用化工,,False,False,False,0.0,False,False,45.19,0.4,1.6,85748.68,71829.68,20180208,9.95,40.61,114.85,78015.0
14,603069,海汽集团,公路,,False,False,False,0.0,False,False,49.64,1.74,3.16,180434.95,63707.68,20160712,2.93,0.66,-10.62,24866.0
15,600579,天华院,化工机械,,False,False,False,0.0,False,False,0.0,4.11,4.11,174226.13,134148.17,20020809,3.22,-10.07,-649.42,10787.0
16,600238,海南椰岛,红黄药酒,,False,False,False,0.0,False,False,775.46,4.45,4.48,174418.52,139633.19,20000120,4.09,61.36,105.3,29905.0
17,300707,威唐工业,专用机械,,False,False,False,0.0,False,False,32.29,0.2,0.79,78813.49,59395.21,20171010,5.47,0.0,0.0,39302.0
18,002925,盈趣科技,元器件,,False,False,False,0.0,False,False,43.96,0.75,4.55,230804.05,201431.2,20180115,25.53,0.0,0.0,0.0
19,002891,中宠股份,饲料,,False,False,False,0.0,False,False,41.13,0.25,1.0,100661.18,71017.93,20170821,4.79,0.0,0.0,21650.0
20,002276,万马股份,电气设备,,False,False,False,0.0,False,True,70.65,9.37,10.35,664026.75,526240.5,20090710,1.97,17.77,-37.25,122250.0
21,000505,珠江控股,食品,,False,False,False,0.0,False,False,36.28,3.6,6.86,474742.19,267825.19,19921221,2.04,-7.79,60.02,30806.0
22,002320,海峡股份,水运,,False,False,False,0.0,False,False,36.49,2.07,5.08,383814.06,127624.9,20091216,2.9,28.34,74.87,17756.0
23,002240,威华股份,家居用品,,False,False,False,0.0,False,False,322.93,4.9,5.35,256048.66,99205.18,20080523,5.1,51.49,131.85,33537.0
24,600405,动力源,电气设备,,False,False,False,0.0,False,False,0.0,5.53,5.62,297222.53,174515.36,20040401,2.39,-13.32,-208.35,120031.0
25,600209,罗顿发展,综合类,,False,False,False,0.0,False,False,0.0,4.26,4.39,86705.93,23242.8,19990325,5.67,53.01,51.86,59619.0
26,601313,江南嘉捷,运输设备,,False,False,False,0.0,False,False,368.74,3.97,3.97,262470.53,177465.42,20120116,14.82,-9.63,-57.28,76200.0
27,002377,国创高新,石油加工,,False,False,False,0.0,False,False,145.67,4.32,9.16,680420.5,262782.16,20100323,1.42,160.01,1028.63,33434.0
28,600555,海航创新,旅游服务,,False,False,False,0.0,False,False,0.0,9.74,13.04,354321.16,174731.7,20010328,3.26,5.7,-667.82,81506.0
29,601118,海南橡胶,橡胶,,False,False,False,0.08,False,False,1161.65,39.31,39.31,1343077.38,499480.75,20110107,2.76,47.93,105.18,118431.0
30,600890,中房股份,区域地产,,False,False,False,0.0,False,False,0.0,5.79,5.79,28985.35,18132.8,19960318,24.68,-48.31,-28.5,25693.0
31,002780,三夫户外,其他商业,,False,False,False,0.0,False,False,0.0,0.65,1.12,54662.35,40621.43,20151209,4.68,7.55,-179.22,17136.0
32,000567,海德股份,多元金融,,False,False,False,0.0,False,False,51.33,1.5,1.51,225713.97,197612.23,19940525,14.24,531.17,3373.6,19089.0
33,600462,九有股份,元器件,,False,False,False,0.0,False,False,311.8,5.34,5.34,394992.53,367584.81,20030903,7.64,140.11,38.52,33686.0
34,002227,奥 特 迅,电气设备,,False,False,False,0.0,False,False,1616.53,2.19,2.21,101520.32,68013.03,20080506,4.56,-9.56,120.06,36039.0
35,002258,利尔化学,农药化肥,,False,False,False,0.0,False,False,27.9,5.24,5.24,451453.09,182767.63,20080708,4.71,55.55,92.93,16800.0
36,300001,特锐德,电气设备,,False,False,False,0.0,False,True,70.48,8.7,9.98,1115923.38,777765.38,20091030,4.63,22.44,10.3,49792.0
37,300491,通合科技,电气设备,,False,False,False,0.0,False,False,0.0,0.51,1.46,56326.61,36189.01,20151231,5.48,-13.67,-116.17,14936.0
38,600507,方大特钢,特种钢,,False,False,False,0.0,False,False,10.05,13.26,13.26,861649.81,454246.69,20030930,5.24,56.27,281.4,61732.0
39,300582,英飞特,半导体,,False,False,False,0.0,False,False,80.63,1.21,2.03,136238.97,45586.1,20161228,3.49,18.08,-34.88,22339.0
40,600242,中昌数据,软件服务,,False,False,False,0.0,False,False,56.95,2.85,4.57,283821.84,108203.11,20001207,3.49,104.35,1513.44,27575.0
41,002364,中恒电气,电气设备,,False,False,False,0.0,False,False,43.75,4.75,5.64,264953.53,185061.47,20100305,1.98,-4.82,-39.06,46436.0
42,300246,宝莱特,医疗保健,,False,False,False,0.0,False,False,33.56,1.08,1.46,71762.36,41577.01,20110719,4.95,25.08,9.64,19019.0
43,600673,东阳光科,铝,,False,False,False,0.0,False,True,48.44,24.57,24.69,1251651.0,491206.75,19930917,5.24,42.69,359.31,100943.0
44,600152,维科精华,纺织,,False,False,False,0.0,False,False,51.01,2.93,4.41,260979.13,168259.02,19980609,1.82,-18.19,176.33,36502.0
45,002460,赣锋锂业,小金属,,False,False,False,0.25,False,False,36.8,5.2,7.42,616668.81,322717.56,20100810,15.95,40.51,106.57,101338.0
46,300104,乐视网,互联网,,False,False,False,0.0,False,False,0.0,30.22,39.89,3228806.25,1410543.63,20100812,1.41,-63.67,-435.02,185875.0
47,600080,金花股份,中成药,,False,False,False,0.0,False,False,66.36,3.05,3.05,145796.48,37312.75,19970612,2.34,15.43,13.38,22363.0
48,002229,鸿博股份,广告包装,,False,False,False,0.0,False,False,0.0,3.69,5.03,220498.92,125505.67,20080508,2.93,-20.48,5.57,35501.0
49,000582,北部湾港,港口,,False,False,False,0.0,False,False,20.64,2.63,13.87,1312614.0,307891.53,19951102,1.62,6.05,12.45,36926.0
50,300560,中富通,通信设备,,False,False,False,0.0,False,False,60.69,0.41,1.05,57224.63,47848.0,20161101,5.48,15.4,11.28,8756.0
51,603578,三星新材,玻璃,,False,False,False,0.0,False,False,57.54,0.22,0.88,54431.05,42819.85,20170306,6.78,0.0,0.0,11319.0
52,603688,石英股份,矿物制品,,False,False,False,0.0,False,False,43.07,3.36,3.37,133321.36,81097.68,20141031,3.44,26.6,45.96,14514.0
53,002685,华东重机,工程机械,,False,False,False,0.0,False,False,292.51,5.6,10.08,540519.31,271618.19,20120612,2.46,109.18,46.57,38616.0
54,002655,共达电声,元器件,,False,False,False,0.0,False,False,376.94,3.6,3.6,125868.57,59010.43,20120217,4.87,14.09,-56.13,42730.0
55,002445,中南文化,影视音像,,False,False,False,0.0,False,False,45.26,7.53,8.3,707102.13,298083.69,20100713,2.48,24.54,31.07,21597.0
56,300709,精研科技,元器件,,False,False,False,0.0,False,False,31.22,0.22,0.88,104817.97,51288.05,20171019,7.82,0.0,0.0,45647.0
57,002485,希努尔,服饰,,False,False,False,0.0,False,False,2651.33,3.2,3.2,224164.3,81490.71,20101015,4.29,6.18,-80.23,4396.0
58,000691,亚太实业,区域地产,,False,False,False,0.0,False,False,0.0,2.9,3.23,25817.45,21559.82,19970228,26.52,100.02,-4792.17,15794.0
59,002865,钧达股份,汽车配件,,False,False,False,0.0,False,False,37.62,0.3,1.2,177734.63,112165.17,20170425,2.37,0.0,0.0,17370.0
60,002263,大 东 南,塑料,,False,False,False,0.0,False,False,0.0,18.78,18.78,397078.63,125429.7,20080728,1.87,26.18,45.61,104857.0
61,300012,华测检测,电器仪表,,False,False,False,0.0,False,False,48.38,14.75,16.58,337461.06,171366.47,20091030,2.64,32.42,33.24,36756.0
62,002812,创新股份,广告包装,,False,False,False,0.0,False,False,105.14,0.63,1.36,190476.02,130113.5,20160914,9.08,4.81,-7.52,8175.0
63,600232,金鹰股份,纺织,,False,False,False,0.0,False,False,87.26,3.65,3.65,176367.63,133498.13,20000602,1.94,17.41,3.41,31044.0
64,002136,安 纳 达,化工原料,,False,False,False,0.0,False,False,20.54,2.13,2.15,102815.53,39436.48,20070530,5.42,49.44,554.65,23436.0
65,603505,金石资源,矿物制品,,False,False,False,0.0,False,False,72.88,0.6,2.4,107938.77,17404.68,20170503,6.82,0.0,0.0,26997.0
66,600158,中体产业,文教休闲,,False,False,False,0.0,False,True,179.13,6.57,8.44,384993.0,347861.13,19980327,5.84,-1.67,92.4,116007.0
67,000898,鞍钢股份,普钢,,False,False,False,0.11,False,False,11.91,61.49,72.35,8823500.0,2724900.0,19971225,1.09,47.44,236.23,109351.0
68,300650,太龙照明,电气设备,,False,False,False,0.0,False,False,39.58,0.16,0.63,63468.28,50130.55,20170503,4.67,0.0,0.0,8843.0
69,000636,风华高科,元器件,,False,False,False,0.0,False,True,41.46,8.75,8.95,660918.06,284108.59,19961129,2.2,19.59,64.84,77000.0
70,603858,步长制药,中成药,,False,False,False,0.03,False,False,23.08,3.28,6.82,1741330.75,594214.44,20161118,2.75,4.92,-10.2,50939.0
71,002571,*ST德力,玻璃,,False,False,True,0.0,False,False,60.87,2.53,3.92,185157.52,66718.11,20110412,1.52,-5.37,164.55,21457.0
72,600725,ST云维,焦炭加工,,False,False,True,0.0,False,False,466.8,12.32,12.32,33598.3,33529.71,19960702,12.21,-75.95,100.54,33329.0
73,600608,*ST沪科,钢加工,,False,False,True,0.0,False,False,0.0,3.18,3.29,23610.49,19195.03,19920327,-70.07,181.5,-7.55,23800.0
74,300700,岱勒新材,矿物制品,,False,False,False,0.0,False,False,53.35,0.21,0.82,77329.75,52934.03,20170912,9.93,0.0,0.0,42173.0
75,600265,ST景谷,林业,,False,False,True,0.0,False,False,0.0,1.3,1.3,32905.9,21614.57,20000825,53.97,-17.38,-160.7,4496.0
76,600782,新钢股份,普钢,,False,False,False,0.0,False,False,13.11,27.87,31.89,2838560.0,1611865.75,19961225,2.13,65.61,398.36,60549.0
77,600247,ST成城,商贸代理,,False,False,True,0.0,False,False,0.0,3.36,3.36,91644.18,84886.0,20001123,-7.68,7.22,-488.23,21905.0
78,002306,*ST云网,酒店餐饮,,False,False,True,0.0,False,False,0.0,7.99,8.0,9350.9,7038.08,20091111,-222.0,-4.47,34.33,60322.0
79,002015,霞客环保,化纤,,False,False,False,0.0,False,False,0.0,4.01,4.01,32873.48,22475.5,20040708,7.68,-17.51,87.45,20542.0
80,600387,海越股份,石油贸易,,False,False,False,0.0,False,False,0.0,3.86,4.66,762763.63,117200.31,20040218,2.8,9.63,-12337.42,24051.0
81,603626,科森科技,专用机械,,False,False,False,0.0,False,False,28.33,1.13,2.97,344062.25,188997.98,20170209,3.58,66.18,17.74,16500.0
82,600188,兖州煤业,煤炭开采,,False,False,False,0.06,False,False,12.52,29.6,49.12,18878752.0,6212727.0,19980701,1.83,84.04,369.88,56494.0
83,600645,中源协和,生物制药,,False,False,False,0.0,False,True,1883.06,3.84,3.86,303749.78,77565.99,19930504,5.22,11.61,-44.07,44600.0
84,600348,阳泉煤业,煤炭开采,,False,False,False,0.0,False,True,13.06,24.05,24.05,4051165.25,1260601.0,20030821,1.34,81.31,813.99,101700.0
85,603429,集友股份,广告包装,,False,False,False,0.0,False,False,44.43,0.34,1.36,70499.32,46617.48,20170124,8.32,27.11,112.13,4261.0
86,002781,奇信股份,装修装饰,,False,False,False,0.0,False,False,24.64,0.92,2.25,397981.53,375005.22,20151222,2.43,12.9,36.74,22348.0
87,002389,南洋科技,元器件,,False,False,False,0.0,False,False,138.41,5.37,9.47,417774.81,147498.55,20100413,3.12,20.2,-19.61,35027.0
88,002829,星网宇达,通信设备,,False,False,False,0.0,False,False,76.92,0.59,1.62,104918.07,78945.75,20161213,5.15,9.78,-9.64,12765.0
89,600860,*ST京城,专用机械,,False,False,True,0.0,False,False,0.0,3.22,4.22,184321.63,79833.55,19940506,4.84,20.96,24.81,17348.0
90,000593,大通燃气,供气供热,,False,False,False,0.0,False,False,358.47,2.8,3.59,166381.22,39280.9,19960312,2.14,-6.16,8.5,23905.0
91,002609,捷顺科技,软件服务,,False,False,False,0.0,False,False,61.28,3.67,6.67,247765.67,196467.19,20110815,4.68,13.08,12.11,31063.0
92,603180,金牌厨柜,家居用品,,False,False,False,0.0,False,False,89.61,0.17,0.67,144356.2,90831.6,20170512,13.88,0.0,0.0,4552.0
93,002045,国光电器,元器件,,False,False,False,0.0,False,False,42.75,4.16,4.17,385684.25,193160.97,20050523,3.86,52.56,191.55,21861.0
94,603729,龙韵股份,广告包装,,False,False,False,0.0,False,False,142.75,0.36,0.67,97434.93,82516.06,20150324,3.4,-6.88,-53.62,5819.0
95,600565,迪马股份,全国地产,,False,False,False,0.0,False,True,14.0,23.66,24.2,3635594.5,3329778.75,20020723,1.29,14.6,298.52,92838.0
96,601599,鹿港文化,影视音像,,False,False,False,0.0,False,False,40.61,8.73,8.94,634654.69,440600.84,20110527,1.94,15.17,-13.98,41992.0
97,000717,韶钢松山,普钢,,False,False,False,0.0,False,False,7.48,24.2,24.2,1503143.13,474413.91,19970508,7.9,96.6,1652.84,141767.0
98,300425,环能科技,环境保护,,False,False,False,0.0,False,False,51.9,1.49,3.75,238050.27,123502.65,20150216,2.42,46.82,14.45,18780.0
99,600977,中国电影,影视音像,,False,False,False,0.1,False,False,32.22,5.65,18.67,1697012.0,1299987.0,20160809,3.01,8.02,2.52,122504.0
100,002480,新筑股份,机械基件,,False,False,False,0.0,False,False,0.0,6.41,6.54,544867.63,294692.16,20100921,1.99,-8.07,-1715.03,35161.0
101,002782,可立克,电气设备,,False,False,False,0.0,False,False,85.32,1.06,4.26,107239.61,75561.11,20151222,5.66,2.59,-35.57,53619.0
102,603799,华友钴业,小金属,,False,False,False,0.22,False,False,40.48,5.86,5.93,1375890.75,836729.69,20150129,11.21,76.19,9723.36,52412.0
103,000672,上峰水泥,水泥,,False,False,False,0.0,False,False,15.58,8.14,8.14,624103.44,265314.13,19961218,5.0,37.93,456.55,85657.0
104,000611,天首发展,纺织,,False,False,False,0.0,False,False,0.0,3.19,3.22,75417.53,53608.76,19961008,4.09,83.91,60.67,25093.0
105,300189,神农基因,种植业,,False,False,False,0.0,False,False,0.0,8.82,10.24,260142.09,166160.41,20110316,2.53,148.66,49.13,62017.0
106,002441,众业达,批发业,,False,False,False,0.0,False,False,19.0,3.92,5.45,536738.19,411515.69,20100706,1.34,14.73,65.31,38405.0
107,300673,佩蒂股份,饲料,,False,False,False,0.0,False,False,41.13,0.2,0.8,97686.93,74957.63,20170711,4.14,0.0,0.0,10603.0
108,002549,凯美特气,环境保护,,False,False,False,0.0,False,False,100.09,6.2,6.24,119422.13,37156.69,20110218,4.08,65.41,169.36,25584.0
109,600438,通威股份,饲料,,False,False,False,0.0,False,True,19.43,27.82,38.82,2513550.0,836245.06,20040302,3.07,24.95,69.53,41474.0
110,600149,*ST坊展,综合类,,False,False,True,0.0,False,False,0.0,3.8,3.8,20327.82,6159.6,19991014,16.91,14.62,64.53,59018.0
111,002578,闽发铝业,铝,,False,False,False,0.0,False,False,133.77,5.47,9.88,170662.3,82958.0,20110428,2.75,14.51,108.22,45648.0
112,002912,中新赛克,软件服务,,False,False,False,0.0,False,False,52.16,0.17,0.67,95634.96,77540.45,20171121,7.77,0.0,0.0,33412.0
113,603283,赛腾股份,专用机械,,False,False,False,0.0,False,False,34.43,0.4,1.6,87999.36,72952.13,20171225,7.66,0.0,0.0,41762.0
114,300015,爱尔眼科,医疗保健,,False,False,False,0.17,False,False,65.99,11.98,15.86,703303.69,211073.72,20091030,15.81,42.16,35.06,25497.0
115,000572,海马汽车,汽车整车,,False,False,False,0.0,False,True,0.0,16.42,16.45,1645440.75,602596.38,19940808,0.81,-27.41,-130.04,107090.0
116,300451,创业软件,软件服务,,False,False,False,0.0,False,False,44.64,1.29,2.43,269899.06,98775.46,20150514,3.58,110.15,159.1,15477.0
117,601933,永辉超市,超市连锁,,False,False,False,0.35,False,False,54.02,65.09,95.7,3034401.0,1998092.63,20101215,5.15,17.0,70.74,84816.0
118,002299,圣农发展,农业综合,,False,False,False,0.0,False,True,128.44,4.05,12.39,1150308.88,233749.45,20091021,2.68,7.05,-81.12,32878.0
119,600581,八一钢铁,普钢,,False,False,False,0.0,False,False,10.56,7.66,7.66,1381420.38,765203.56,20020816,3.97,82.47,256.8,67721.0
120,600196,复星医药,化学制药,,False,False,False,0.33,False,False,30.87,19.1,24.95,5649218.5,2008420.25,19980807,3.9,21.83,11.13,61834.0
121,600896,览海投资,水运,,False,False,False,0.0,False,False,0.0,5.77,8.69,448937.09,363976.13,19960503,2.4,-94.8,18.38,43837.0
122,002110,三钢闽光,普钢,,False,False,False,0.0,False,False,9.24,9.91,13.74,1548558.13,812630.44,20070126,3.21,63.08,373.03,39322.0
123,002134,*ST普林,元器件,,False,False,True,0.0,False,False,0.0,2.46,2.46,63856.44,30889.55,20070516,4.05,18.46,95.33,15423.0
124,300259,新天科技,电器仪表,,False,False,False,0.0,False,False,36.38,3.29,5.34,220523.25,148337.13,20110831,2.65,48.04,42.23,19830.0
125,002848,高斯贝尔,通信设备,,False,False,False,0.0,False,False,240.83,0.83,1.67,130605.22,106262.07,20170213,3.7,2.79,-79.61,17355.0
126,601899,紫金矿业,黄金,,False,False,False,0.41,False,False,35.81,158.04,230.31,9365926.0,2990774.75,20080425,3.09,8.18,55.44,808257.0
127,002077,大港股份,区域地产,,False,False,False,0.0,False,False,482.09,3.74,5.8,706070.38,340671.66,20061116,1.64,-10.8,-51.91,18687.0
128,300697,电工合金,铜,,False,False,False,0.0,False,False,52.39,0.4,1.6,115575.71,100680.24,20170907,4.67,0.0,0.0,41816.0
129,603833,欧派家居,家居用品,,False,False,False,0.05,False,False,48.86,0.42,4.21,901359.31,460835.81,20170328,10.04,0.0,0.0,12727.0
130,000960,锡业股份,小金属,,False,False,False,0.0,False,True,33.89,12.09,16.69,3054966.5,1076068.0,20000221,2.26,6.81,890.04,95592.0
131,603808,歌力思,服饰,,False,False,False,0.0,False,False,24.57,1.13,3.37,324831.41,149185.27,20150422,3.38,101.91,124.25,10985.0
132,000932,*ST华菱,普钢,,False,False,True,0.0,False,False,6.9,30.15,30.16,7492981.5,2985917.5,19990803,2.75,53.6,490.55,73800.0
133,600202,哈空调,电气设备,,False,False,False,0.0,False,False,0.0,3.83,3.83,163822.31,97175.31,19990603,4.34,5.03,50.64,33388.0
134,300554,三超新材,矿物制品,,False,False,False,0.0,False,False,63.89,0.13,0.52,48783.32,33910.75,20170421,8.14,0.0,0.0,6035.0
135,300272,开能环保,环境保护,,False,False,False,0.0,False,False,36.79,2.38,3.98,248395.34,81294.43,20111102,3.22,9.95,3.18,18704.0
136,002324,普利特,塑料,,False,False,False,0.0,False,False,28.18,1.59,2.71,365877.84,233613.42,20091218,2.68,13.29,-29.64,12634.0
137,601003,柳钢股份,普钢,,False,False,False,0.0,False,False,10.96,25.63,25.63,2337349.5,1341343.63,20070227,3.16,60.64,915.49,76045.0
138,600781,辅仁药业,中成药,,False,False,False,0.0,False,False,623.32,1.78,6.27,126992.4,38365.92,19961218,8.19,11.81,-34.87,13504.0
139,000860,顺鑫农业,白酒,,False,False,False,0.0,False,True,27.84,5.71,5.71,1773444.25,1299598.63,19981104,1.7,0.79,10.3,42802.0
140,002798,帝王洁具,家居用品,,False,False,False,0.0,False,False,144.71,0.32,1.33,77699.93,60338.0,20160525,5.89,30.01,23.55,8776.0
141,300713,英可瑞,电气设备,,False,False,False,0.0,False,False,39.17,0.11,0.53,48435.67,46137.4,20171101,8.8,0.0,0.0,25221.0
142,002669,康达新材,化工原料,,False,False,False,0.0,False,False,79.14,2.15,2.31,177922.38,139802.19,20120416,3.15,-9.42,-27.11,7097.0
143,000651,格力电器,家用电器,,False,False,False,2.11,False,False,15.83,59.7,60.16,22072378.0,17467548.0,19961118,5.57,34.51,37.68,363550.0
144,601225,陕西煤业,煤炭开采,,False,False,False,0.32,False,False,8.26,100.0,100.0,10287576.0,2963591.25,20140128,2.1,94.06,686.13,65631.0
145,600559,老白干酒,白酒,,False,False,False,0.0,False,False,76.62,3.5,4.38,289922.47,213676.59,20021029,7.17,4.44,40.45,33507.0
146,601699,潞安环能,煤炭开采,,False,False,False,0.0,False,True,14.5,29.91,29.91,6240763.5,2747333.5,20060922,1.79,112.08,2005.89,93087.0
147,002277,友阿股份,百货,,False,False,False,0.0,False,True,16.92,14.17,14.17,1271051.38,545236.69,20090717,1.32,16.37,28.79,56947.0
148,002873,新天药业,中成药,,False,False,False,0.0,False,False,33.87,0.17,0.69,91925.27,57405.9,20170519,4.51,0.0,0.0,11616.0
149,600760,中航沈飞,航空,,False,False,False,0.0,False,False,0.0,3.45,13.97,149030.3,77255.03,19961011,21.87,-5.43,-125.85,59185.0
150,002173,创新医疗,医疗保健,,False,False,False,0.0,False,False,42.64,2.03,4.56,463741.44,238425.3,20070925,1.51,7.03,41.63,11876.0
151,002470,金正大,农药化肥,,False,False,False,0.12,False,False,19.96,27.27,31.58,2053058.0,1258981.0,20100908,2.5,8.62,-19.48,48855.0
152,000008,神州高铁,运输设备,,False,False,False,0.11,False,False,138.0,20.11,28.18,947199.19,501960.81,19920507,3.59,-2.8,-43.79,64328.0
153,601888,中国国旅,旅游服务,,False,False,False,0.39,False,False,39.76,19.52,19.52,2063642.38,1693854.75,20091015,7.52,26.14,30.62,28190.0
154,601636,旗滨集团,玻璃,,False,False,False,0.0,False,False,16.87,25.13,26.93,1295578.63,256674.52,20110812,2.77,15.88,90.89,71389.0
155,603899,晨光文具,文教休闲,,False,False,False,0.0,False,False,34.37,9.2,9.2,384303.0,250080.09,20150127,8.36,30.14,24.14,13954.0
156,603738,泰晶科技,元器件,,False,False,False,0.0,False,False,46.89,0.42,1.13,93039.7,43630.89,20160928,4.94,35.09,14.08,10865.0
157,002248,*ST东数,机床制造,,False,False,True,0.0,False,False,0.0,3.07,3.07,167510.75,55822.25,20080612,6.24,-27.58,-40.38,32583.0
158,603527,众源新材,铜,,False,False,False,0.0,False,False,35.73,0.31,1.24,115825.95,99296.0,20170907,3.68,0.0,0.0,24796.0
159,300003,乐普医疗,医疗保健,,False,False,False,0.23,False,False,48.25,14.12,17.82,1101157.75,437380.06,20091030,7.72,30.34,35.83,23467.0
160,601021,春秋航空,空运,,False,False,False,0.07,False,False,17.35,8.0,8.01,2052272.38,679718.38,20150121,3.28,28.44,1.56,23472.0
161,600884,杉杉股份,电气设备,,False,False,False,0.0,False,True,31.0,8.22,11.23,2078042.75,931037.19,19960130,2.1,71.83,58.47,70256.0
162,300433,蓝思科技,元器件,,False,False,False,0.0,False,False,56.04,4.43,26.29,3134060.0,1093617.13,20150318,4.53,41.93,12.39,35003.0
163,600353,旭光股份,元器件,,False,False,False,0.0,False,False,77.46,5.44,5.44,166766.48,129399.65,20021120,2.95,12.55,-9.14,53097.0
164,300084,海默科技,石油开采,,False,False,False,0.0,False,False,701.19,3.1,3.85,249105.38,107045.27,20100520,1.26,19.89,15.37,26188.0
165,300200,高盟新材,化工原料,,False,False,False,0.0,False,False,34.74,2.03,2.61,172405.81,70816.21,20110407,1.52,61.77,-7.64,11977.0
166,601666,平煤股份,煤炭开采,,False,False,False,0.0,False,False,10.83,23.61,23.61,4231889.0,1570520.63,20061123,1.21,70.27,171.66,99415.0
167,000014,沙河股份,全国地产,,False,False,False,0.0,False,False,351.77,2.02,2.02,151625.91,134120.81,19920602,2.83,149.31,125.36,21362.0
168,300062,中能电气,电气设备,,False,False,False,0.0,False,False,116.54,1.89,3.08,207903.34,144027.19,20100319,2.0,-26.51,-80.62,20455.0
169,002706,良信电器,电气设备,,False,False,False,0.0,False,False,22.42,3.67,5.24,207109.25,140953.91,20140121,3.26,21.54,39.18,13077.0
170,600182,S佳通,汽车配件,,False,False,False,0.0,False,False,167.98,1.7,3.4,279006.13,170826.61,19990507,10.8,19.53,-66.06,34838.0
171,000790,泰合健康,中成药,,False,False,False,0.0,False,False,0.0,4.31,4.31,113058.51,84578.15,19980327,4.04,10.09,-360.66,31491.0
172,600538,国发股份,农药化肥,,False,False,False,0.0,False,False,0.0,4.64,4.64,93095.96,56445.61,20030114,3.93,-7.02,50.31,26357.0
173,000792,盐湖股份,化工原料,,False,False,False,0.16,False,False,0.0,27.5,27.86,8358152.0,1455828.25,19970904,1.54,4.96,-430.16,112388.0
174,000980,众泰汽车,汽车配件,,False,False,False,0.0,False,False,32.55,5.28,20.38,3130792.25,1666269.75,20000616,1.29,831.13,982.85,60000.0
175,002084,海鸥住工,家居用品,,False,False,False,0.0,False,False,36.4,4.06,5.06,209846.8,128473.72,20061124,2.35,17.01,2.98,35343.0
176,000620,新华联,全国地产,,False,False,False,0.0,False,False,35.97,18.37,18.97,4859331.0,3418946.5,19961029,1.88,30.31,47.53,43174.0
177,002601,龙蟒佰利,化工原料,,False,False,False,0.09,False,False,13.9,6.72,20.32,2045190.63,638474.63,20110715,2.65,271.71,1507.54,63630.0
178,603861,白云电器,电气设备,,False,False,False,0.0,False,False,49.18,1.21,4.09,330498.88,191839.17,20160322,2.89,25.97,25.38,29284.0
179,601958,金钼股份,小金属,,False,False,False,0.06,False,False,417.62,32.27,32.27,1601568.75,493851.31,20080417,1.67,5.62,208.43,115573.0
180,600301,ST南化,化工原料,,False,False,True,0.0,False,False,0.0,2.35,2.35,75540.86,39877.84,20000712,6.05,198.51,-640.05,10300.0
181,002009,天奇股份,工程机械,,False,False,False,0.0,False,False,48.35,2.81,3.71,490697.94,332461.22,20040629,2.6,10.34,21.14,30405.0
182,300651,金陵体育,文教休闲,,False,False,False,0.0,False,False,98.53,0.19,0.76,76873.36,42817.45,20170509,4.55,0.0,0.0,8673.0
183,002533,金杯电工,电气设备,,False,False,False,0.0,False,False,21.43,5.15,5.53,316503.03,197496.23,20101231,1.35,24.73,-16.41,52793.0
184,600742,一汽富维,汽车配件,,False,False,False,0.0,False,False,13.21,4.23,4.23,830900.38,426274.91,19960826,1.58,7.86,17.87,20727.0
185,600898,国美通讯,通信设备,,False,False,False,0.0,False,False,0.0,2.53,2.53,228227.67,115213.7,19960418,6.76,64.81,-327.46,23987.0
